,Experimental,Experimental,Experimental,Experimental,Experimental,Simulated,Simulated,Simulated,Simulated,Simulated
,Illumination,DCW,nitrate,lutein,NFlowrate,Illumination,DCW,nitrate,lutein,NFlowrate
,,,,,,,,,,
0,1.0,0.075952837949,0.183715635728,0.0878938640133,0.0,1.0,0.075952837949,0.183715635728,0.0878938640133,0.0
1,1.0,0.19601237808,0.161164592855,0.225302061123,0.0,1.0,0.152983257551,0.180433762575,0.190812048037,0.0
2,1.0,0.311371381566,0.154239520253,0.362710258233,0.0,1.0,0.242717835548,0.173566614531,0.295171159988,0.0
3,1.0,0.4295115359,0.175884102011,0.462212745795,0.0,1.0,0.339683967161,0.162686046762,0.400357751975,0.0
4,1.0,0.513964510948,0.155653244752,0.575929874437,1.0,1.0,0.438213634331,0.148428089781,0.503152025487,1.0
5,1.0,0.58439421834,0.244859825143,0.642264866145,1.0,1.0,0.508636562008,0.272486184874,0.565511871027,1.0
6,1.0,0.672960162952,0.404131656219,0.722814498934,1.0,1.0,0.584359561251,0.395710600655,0.635916434247,1.0
7,1.0,0.776998707352,0.537329826845,0.777303956408,1.0,1.0,0.664589329071,0.517126969249,0.711442044257,1.0
8,1.0,0.836734693878,0.69064595032,0.84837716181,1.0,1.0,0.745381257155,0.636202336974,0.786713579592,1.0
9,1.0,0.899095146696,0.784262254362,0.895759298744,1.0,1.0,0.820450871671,0.752586276698,0.854261742691,1.0
10,1.0,0.962434877982,0.886033482609,0.952617863066,1.0,1.0,0.882744439641,0.865685520027,0.90605694667,1.0
11,1.0,1.0,1.0,1.0,1.0,1.0,0.926396179309,0.974366873041,0.935631883786,1.0
12,0.0,0.0,0.0273954485007,0.0,0.0,0.0,0.0,0.0273954485007,0.0,0.0
13,0.0,0.0607544361315,0.0160727491498,0.0646766169154,0.0,0.0,0.0625148392696,0.0150519945594,0.053109122453,0.0
14,0.0,0.119001919386,0.0130243300938,0.149253731343,0.0,0.0,0.123006777427,0.00400310239983,0.108116957117,0.0
15,0.0,0.197657565905,0.00352423049596,0.249253731343,0.0,0.0,0.180395587438,-0.00557855290769,0.162337260112,0.0
16,0.0,0.309334482353,0.0,0.338308457711,0.2,0.0,0.233217330502,-0.0137395202555,0.213759078027,0.2
17,0.0,0.381174350738,0.0135323999365,0.467661691542,0.2,0.0,0.296774658325,-0.0011449410664,0.279866203666,0.2
18,0.0,0.448509538172,0.0354681137786,0.606965174129,0.2,0.0,0.35585982848,0.012831250928,0.33976111014,0.2
19,0.0,0.541932703984,0.0540086307356,0.676616915423,0.2,0.0,0.407974374017,0.027978365266,0.39280162761,0.2
20,0.0,0.627208272944,0.076815321451,0.716417910448,0.2,0.0,0.452207719743,0.0441939507378,0.438569362672,0.2
21,0.0,0.691958165224,0.0962106860798,0.741293532338,0.2,0.0,0.488680424861,0.0614794382969,0.477056863398,0.2
22,0.0,0.753417681852,0.115227014477,0.766169154229,0.2,0.0,0.518105849401,0.0799147322084,0.508608919068,0.2
23,0.0,0.790434407928,0.137824025574,0.726368159204,0.2,0.0,0.541454835677,0.0996296861858,0.533783544078,0.2
